City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Benjamin Hill,US,28.017,-97.5169,53.83,49,95,7.63,overcast clouds
455,Kirillov,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
456,Constitucion,US,28.017,-97.5169,53.83,49,95,7.63,overcast clouds
457,Calvinia,ZA,-34.5322,20.0403,69.28,88,100,9.22,overcast clouds
458,Flin Flon,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
459,Nizwa,OM,17.0151,54.0924,75.29,14,2,14.97,clear sky
460,Galle,LK,5.9485,80.5353,86.13,59,64,1.88,broken clouds
461,Kailua,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
462,Fairbanks,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
463,Salinas,EC,-0.7393,-90.3518,74.55,92,92,3.13,overcast clouds
464,Nouadhibou,MR,20.931,-17.0347,64.38,72,100,13.8,overcast clouds
465,Rawson,AR,-54.8,-68.3,38.86,81,75,6.91,broken clouds
466,Inhambane,MZ,-16.8392,36.9856,77.85,89,89,1.54,overcast clouds
467,Thano Bula Khan,PK,25.2088,64.6357,71.64,64,4,5.17,clear sky
468,Baruun-Urt,MN,47.9077,106.8832,3.33,51,40,8.95,scattered clouds
469,Chepo,PA,9.1667,-79.1,78.01,93,87,6.67,overcast clouds
470,Raul Soares,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
471,Fortuna,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
472,Tautira,NZ,-46.1927,168.8643,60.48,47,98,5.53,overcast clouds
473,Atambua,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
474,Sug-Aksy,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
475,Mareeba,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
476,Magadan,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
477,Santa Maria,CV,14.8961,-24.4956,72.61,67,94,11.23,overcast clouds
478,Harer,ET,4.8833,38.0833,69.82,24,31,18.12,scattered clouds
479,Grants Pass,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
480,Svetlogorsk,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
481,Kenai,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
482,Fukuma,JP,35.1333,140.3,49.1,61,99,19.6,overcast clouds
483,Merida,PH,9.7531,122.4739,87.93,58,95,10.04,overcast clouds
484,Zhigansk,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
485,Siva,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
486,Sainte-Marie,RE,-20.8968,55.5496,89.73,63,0,19.57,clear sky
487,Fereydun Kenar,PL,52.6683,22.3221,31.78,67,6,11.12,clear sky
488,Berlevag,NO,67.667,12.6934,28.47,60,98,31.81,light snow
489,Shkotovo-22,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
490,Inverell,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
491,Aykhal,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
492,Plouzane,FR,44.0833,2.9167,46.53,98,100,3.76,light rain
493,Antigonish,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
494,Sao Jose Da Coroa Grande,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
495,Rundu,NA,-28.55,16.4333,65.61,87,29,3.76,scattered clouds
496,Chute-Aux-Outardes,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
497,Hihifo,TO,-21.2,-175.2,80.76,83,40,9.22,scattered clouds
498,Kyzyl-Suu,KG,42.3414,78.0056,30.97,70,100,2.13,overcast clouds
499,Staraya Russa,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
500,Tocopilla,CL,-53.15,-70.9167,41.11,65,40,9.22,scattered clouds
501,San Carlos De Bariloche,AR,-54.8,-68.3,38.86,81,75,6.91,broken clouds
502,Aleksandrov Gay,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
503,Wa,GH,5.3511,-0.6231,79.27,86,90,6.2,overcast clouds
504,Tumannyy,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
505,Marcona,PE,-11.0964,-77.6139,70.56,82,97,7.99,overcast clouds
506,Ikole,NG,12.8791,10.4526,64.49,14,2,8.21,clear sky
507,Pangnirtung,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
508,Kencong,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
509,Tefe,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
510,Hay River,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
511,Shaowu,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
512,Gayeri,BF,12.6497,0.4931,71.15,13,2,7.76,clear sky
513,Shihezi,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
514,Faya,SA,18.3851,42.4509,55.92,54,8,1.57,clear sky
515,Tabiauea,KI,3.0707,172.7902,81.34,78,20,10.0,light rain
516,Klaksvik,FO,62.2266,-6.589,34.72,64,100,23.4,overcast clouds
517,Kemijarvi,FI,66.7131,27.4306,6.39,94,58,4.85,broken clouds
518,Tres Arroyos,AR,-54.8,-68.3,38.86,81,75,6.91,broken clouds
519,Lachi,PK,25.2088,64.6357,71.64,64,4,5.17,clear sky
520,Vila Velha,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
521,Poso,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
522,Olafsvik,IS,63.4427,-20.2734,35.17,82,100,32.68,light snow
523,Santa Catarina De Tepehuanes,US,28.017,-97.5169,53.83,49,95,7.63,overcast clouds
524,Lavrentiya,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
525,Bow Island,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
526,Loa Janan,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
527,Flinders,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
528,Gboko,NG,12.8791,10.4526,64.49,14,2,8.21,clear sky
529,Husavik,IS,63.4427,-20.2734,35.17,82,100,32.68,light snow
530,Adrar,DZ,36.0998,0.4206,48.22,76,70,6.6,broken clouds
531,Qesarya,IL,32.5189,34.9046,55.99,63,99,8.12,overcast clouds
532,Karaul,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
533,Regina,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
534,Yelizovo,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
535,Kitakami,JP,35.1333,140.3,49.1,61,99,19.6,overcast clouds
536,Bonavista,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
537,Taksimo,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
538,Sao Joao Da Barra,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
539,Mbini,GQ,1.574,9.6134,76.84,81,100,1.68,light rain
540,Olinda,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
541,Creston,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
542,Matam,SN,16.3333,-15.0,62.24,21,92,10.16,overcast clouds
543,Garm,TJ,39.4952,67.6093,40.8,84,99,9.19,light rain
544,Mount Isa,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
545,Puno,PE,-11.0964,-77.6139,70.56,82,97,7.99,overcast clouds
546,San Quintin,US,28.017,-97.5169,53.83,49,95,7.63,overcast clouds
547,Beirut,LB,33.8889,35.4944,57.94,63,75,5.75,broken clouds
548,Charters Towers,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
549,Vostok,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
550,Montijo,ES,28.6585,-17.9182,58.75,82,75,9.22,broken clouds
551,Tayshet,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
552,Sompeta,IN,11.6667,92.75,82.44,65,40,10.36,scattered clouds
553,Canberra,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
554,Kalabo,ZM,-10.2621,29.9271,61.27,97,100,5.79,moderate rain
555,Dongfeng,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
556,Fort Nelson,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
557,Narrabri,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
558,Narsaq,GL,77.484,-69.3632,-7.1,68,87,7.83,overcast clouds
559,Maragogi,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
560,Sobolevo,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
561,Kawalu,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
562,Dukat,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
563,Cody,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
564,Pechora,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
565,Arlit,NE,18.6853,12.9164,61.47,16,0,6.67,clear sky
566,Jieshi,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
567,Kenitra,MA,29.5833,-9.5,50.04,62,0,1.52,clear sky
568,Tuggurt,DZ,36.0998,0.4206,48.22,76,70,6.6,broken clouds
569,Jalu,IL,31.61,34.7642,54.28,100,99,5.26,overcast clouds
570,Majene,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
571,Geraldton,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
572,Longview,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
573,Vagur,FO,62.2266,-6.589,34.72,64,100,23.4,overcast clouds
574,Chicama,PE,-11.0964,-77.6139,70.56,82,97,7.99,overcast clouds
575,Ballina,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
576,Montanha,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
577,Batagay,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
578,Miloslavskoye,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
579,Tezu,IN,11.6667,92.75,82.44,65,40,10.36,scattered clouds
580,Najran,SA,29.9697,40.2064,51.37,26,10,3.98,clear sky
581,Merauke,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
582,Longjiang,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
583,Rolim De Moura,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
584,Nome,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
585,Salamanca,CL,-53.15,-70.9167,41.11,65,40,9.22,scattered clouds
586,Colac,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
587,Kuching,MY,5.8402,118.1179,85.68,74,20,9.22,few clouds
588,San Cristobal,EC,-0.7393,-90.3518,74.55,92,92,3.13,overcast clouds
589,Seybaplaya,US,28.017,-97.5169,53.83,49,95,7.63,overcast clouds
590,Prykolotne,UA,50.1604,37.3474,14.07,90,23,5.97,few clouds
591,Dwarka,IN,11.6667,92.75,82.44,65,40,10.36,scattered clouds
592,Verdun,FR,44.0833,2.9167,46.53,98,100,3.76,light rain
593,Liuhe,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
594,Gamba,GA,-3.432,10.6554,78.04,85,95,2.62,light rain
595,Burjuc,RO,45.9333,24.9167,26.22,74,100,2.3,overcast clouds
596,Emerald,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
597,Cilegon,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
598,Leningradskiy,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
599,Broken Hill,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
600,Amahai,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
601,Harper,LR,4.375,-7.7169,76.98,86,19,4.07,few clouds
602,Mahibadhoo,MV,5.4444,73.3657,81.18,72,95,2.21,overcast clouds
603,Payakumbuh,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
604,Teruel,ES,28.6585,-17.9182,58.75,82,75,9.22,broken clouds
605,Show Low,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
606,Pisco,PE,-11.0964,-77.6139,70.56,82,97,7.99,overcast clouds
607,Progreso,US,28.017,-97.5169,53.83,49,95,7.63,overcast clouds
608,Itatskiy,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
609,Tarhunah,IL,31.61,34.7642,54.28,100,99,5.26,overcast clouds
610,Albury,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
611,Port Macquarie,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
612,Burriana,ES,28.6585,-17.9182,58.75,82,75,9.22,broken clouds
613,Waitati,NZ,-46.6,168.3333,60.8,69,89,6.64,overcast clouds
614,Lena,ES,28.6585,-17.9182,58.75,82,75,9.22,broken clouds
615,Tessalit,JP,34.6851,135.8049,52.92,42,70,3.71,broken clouds
616,Nhulunbuy,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
617,Maniitsoq,GL,77.484,-69.3632,-7.1,68,87,7.83,overcast clouds
618,Maceio,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
619,Kloulklubed,TL,-8.9266,125.4092,71.78,68,27,2.66,scattered clouds
620,Wajima,JP,35.1333,140.3,49.1,61,99,19.6,overcast clouds
621,Ortigueira,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
622,Tual,ID,-9.6567,120.2641,85.59,67,40,8.57,scattered clouds
623,Shimoda,JP,35.1333,140.3,49.1,61,99,19.6,overcast clouds
624,Solnechnyy,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
625,Marsh Harbour,AU,-32.5833,151.7833,80.82,53,94,10.29,overcast clouds
626,Hornepayne,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
627,Canutama,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
628,Slagelse,DK,55.4028,11.3546,42.84,81,100,20.98,overcast clouds
629,Annau,TM,39.5108,54.3671,40.08,55,8,3.94,clear sky
630,Yablochnyy,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
631,San Matias,BO,-21.25,-63.5,64.18,82,28,2.77,scattered clouds
632,Bullhead City,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
633,Moses Lake,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
634,Lincoln,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
635,Mastic Beach,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
636,Kelvington,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
637,Kuala Krai,MY,5.8402,118.1179,85.68,74,20,9.22,few clouds
638,Krasnaya Gora,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
639,Baykit,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
640,Diu,IN,11.6667,92.75,82.44,65,40,10.36,scattered clouds
641,Zhangye,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
642,Gemena,CD,3.25,19.7667,72.88,46,51,1.79,broken clouds
643,Yaan,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
644,Port-Gentil,GA,-3.432,10.6554,78.04,85,95,2.62,light rain
645,Tongchuan,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
646,Ponta Delgada,PT,33.0833,-16.3333,58.42,72,20,5.75,few clouds
647,Abu Kamal,SY,34.4506,40.9171,54.57,30,0,8.1,clear sky
648,Laguna,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
649,Kholtoson,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
650,Dekar,BW,-21.5667,21.7833,73.51,60,70,1.68,broken clouds
651,Whitianga,NZ,-46.6,168.3333,60.8,69,89,6.64,overcast clouds
652,Quixada,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
653,San Jose,US,37.3394,-121.895,61.05,68,75,5.75,broken clouds
654,Anamur,TR,36.7741,30.7178,55.09,52,0,11.5,clear sky
655,Susuman,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
656,Tabuk,SA,29.9697,40.2064,51.37,26,10,3.98,clear sky
657,Eydhafushi,MV,5.4444,73.3657,81.18,72,95,2.21,overcast clouds
658,Palauig,PH,9.7531,122.4739,87.93,58,95,10.04,overcast clouds
659,Hewitt,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
660,Shache,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
661,Hlukhiv,UA,50.1604,37.3474,14.07,90,23,5.97,few clouds
662,Ust-Kuyga,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
663,Fuxin,CN,22.2769,113.5678,69.71,63,20,9.22,few clouds
664,Rurrenabaque,BO,-21.25,-63.5,64.18,82,28,2.77,scattered clouds
665,Plettenberg Bay,ZA,-34.5322,20.0403,69.28,88,100,9.22,overcast clouds
666,Sioux Lookout,CA,55.1001,-105.2842,-3.75,71,40,2.3,scattered clouds
667,Piuma,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
668,Kamenskoye,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
669,Nyrob,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
670,Chulym,RU,66.8333,70.8333,-17.12,99,98,7.74,overcast clouds
671,Luganville,VU,-16.0667,167.3833,83.75,75,95,12.19,overcast clouds
672,Anahuac,US,28.017,-97.5169,53.83,49,95,7.63,overcast clouds
673,Santa Vitoria Do Palmar,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
674,Fetsund,NO,67.667,12.6934,28.47,60,98,31.81,light snow
675,Coffs Harbour,US,42.6001,-73.9662,16.92,68,52,3.0,broken clouds
676,Bairiki,KI,3.0707,172.7902,81.34,78,20,10.0,light rain
677,Barao De Melgaco,PT,41.5388,-8.6151,46.54,88,16,3.09,few clouds
678,Madison Heights,US,39.1502,-123.2078,59.38,76,0,0.0,clear sky
679,Qasigiannguit,GL,77.484,-69.3632,-7.1,68,87,7.83,overcast clouds
680,Floro,NO,67.667,12.6934,28.47,60,98,31.81,light snow
681,Malwan,IN,11.6667,92.75,82.44,65,40,10.36,scattered clouds
682,Hvammstangi,IS,63.4427,-20.2734,35.17,82,100,32.68,light snow
683,Grindavik,IS,63.4427,-20.2734,35.17,82,100,32.68,light snow
